"Samples","Number.of.outlier","Outlier.genes"
"TCGA.29.1702.01A.01R.0564.01",49,"DEPDC5, HRH1, GAL3ST4, MS4A6A, KLRF1, PPFIBP1, MANEA, APOL6, FZD3, TRIB2, FCGR2B, GPR19, RPL10L, RGS1, SLC12A8, BRAF, MYB, SMPDL3B, RYR1, SPOCK2, ADAMTS3, ST3GAL6, TCF7, PBXIP1, MAP9, LEF1, CD22, PTPRG, KIRREL, LAMP3, ZFP36L2, CYP27A1, DACH1, HLA-DQA1, GPC4, ZNF165, SPAG4, HPSE, DUSP2, PIK3IP1, COL8A2, PNOC, CA8, AQP9, FZD2, IFI44L, CCND2, CHI3L1, APOBEC3G"
"TCGA.29.1703.01A.01R.0564.01",42,"LTC4S, SMPDL3B, LAMP3, TCF7, NCF2, LEF1, FZD3, APOL6, APOBEC3G, RPL10L, MAP4K1, EGR2, COL8A2, MAP9, ST6GALNAC4, SKAP1, SPAG4, MMP12, CCL20, CD22, TRIB2, RSAD2, PIK3IP1, GPC4, HPSE, FOSB, C1orf54, FZD2, MYB, DACH1, RGS1, CA8, VILL, GSTT1, PLEKHF1, STXBP6, ST3GAL6, IFI44L, PTPRG, CXCL10, DUSP2, CHI3L1"
"TCGA.29.1705.01A.01R.0564.01",29,"PLA2G7, TREM2, DUSP2, TCF7, PPFIBP1, ACP5, PLEKHF1, SPAG4, CCL18, C1orf54, C3AR1, LY86, GAL3ST4, NCF2, RNASE6, TRIB2, TNFAIP6, SLC12A8, SPOCK2, CXCL10, RGS1, FCGR2B, MS4A6A, QPCT, GSTT1, IGKC, HLA-DQA1, CHI3L1, PNOC"
"TCGA.29.1707.01A.01R.0564.01",39,"ADAMDEC1, TCF7, C3AR1, TREM2, RSAD2, EBI3, ATHL1, STXBP6, HIST1H2AE, CCR7, KLRF1, LIME1, PLA2G7, IL1B, PLEKHF1, C1orf54, MMP12, CXCL9, CCL19, ACP5, APOBEC3G, BIRC3, MYB, IFI44L, LY86, RNASE6, RGS1, NCF2, VNN2, VNN1, AQP9, FCGR2B, PNOC, HLA-DQA1, MS4A6A, CHI3L2, CHI3L1, CCL20, CXCL10"
"TCGA.29.1710.01A.02R.0564.01",30,"CD38, MMP12, CCL18, ADAMDEC1, SLC12A8, APOBEC3G, C3AR1, SMPDL3B, GSTT1, PLEKHF1, IFI44L, LAMP3, GNLY, ST3GAL6, RNASE6, IGHD, ACP5, NCF2, CCL5, LTB, CD1A, FCGR2B, RGS1, MS4A6A, FCER1A, CXCL9, CXCL10, CHI3L1, HLA-DQA1, IGKC"
"TCGA.29.1711.01A.01R.0564.01",37,"LAMP3, ZFP36L2, LY86, BCL2A1, FZD3, CLEC7A, SLC12A8, C1orf54, CD38, HPSE, SKAP1, IL4R, TNFAIP6, VILL, FCGR2B, ADAMDEC1, CCR7, PLEKHF1, EBI3, RGS1, RNASE6, MS4A6A, PIK3IP1, ST3GAL6, STXBP6, APOBEC3G, CCL19, HRH1, CXCL11, CXCL9, TRIB2, IFI44L, RSAD2, IGKC, HLA-DQA1, CHI3L1, CXCL10"
"TCGA.29.1761.01A.01R.0564.01",37,"ST3GAL6, CD38, APOL6, STXBP6, RPL10L, CHST7, SLC12A8, SKAP1, CXCL13, CCL18, TREM2, DUSP2, EBI3, ZNF165, CLEC7A, CCR7, LY86, NCF2, C1orf54, FZD3, RGS1, VILL, MANEA, RNASE6, CCL19, FCGR2B, IGKC, DACH1, MS4A6A, APOBEC3G, CXCL9, HLA-DQA1, MMP9, CHI3L1, CXCL10, PLA1A, PLEKHF1"
"TCGA.29.1762.01A.01R.0564.01",42,"STXBP6, ST6GALNAC4, CYP27A1, SAMSN1, AIF1, RENBP, PASK, ZNF165, HIST1H2BG, C3AR1, DUSP2, RPL10L, RYR1, TREM2, LY86, MAK, BCL7A, ADAM28, PLEKHF1, SLC12A8, PTPRG, FCGR2B, IFI44L, SLC12A1, APOBEC3G, GSTT1, RNASE6, CXCL10, PNOC, ST3GAL6, MAP4K1, FZD3, RGS1, MS4A6A, CCL20, C1orf54, FZD2, PLA1A, HIST1H2AE, QPCT, CHI3L1, GPR19"
"TCGA.29.1763.01A.02R.0564.01",77,"BANK1, CCND2, FCGR3B, SIGLEC1, ZFP36L2, ICA1, HRH1, NCF2, RPL10L, MNDA, MMP12, SKAP1, ADAMTS3, PIK3IP1, PTGER2, FOSB, CCR5, EPN2, BST1, FCGR2B, HHEX, PTPRG, LY86, PLA2G7, ZNF324, KIRREL, HLA-DOB, DACH1, APOL6, AIF1, IL1B, SLC12A8, GAL3ST4, SPAG4, ZNF135, PBXIP1, PPFIBP1, LEF1, STXBP6, CYP27A1, CCL20, CLEC7A, PASK, ADAM28, EGR2, TCF7, SPOCK2, TLR2, PLEKHF1, RGS1, ZNF165, AQP9, SMPDL3B, SAMSN1, C1orf54, C3AR1, RYR1, CD22, CXCL11, GSTT1, CA8, QPCT, ADAMDEC1, APOBEC3G, TRIB2, ST3GAL6, RNASE6, MAP9, GPC4, MS4A6A, FZD3, RSAD2, LAMP3, CXCL10, CHI3L1, IFI44L, PNOC"
"TCGA.29.1764.01A.01R.0564.01",40,"FZD3, IL1B, LTB, QPCT, FZD2, C3AR1, APOL6, SPAG4, GPC4, CD38, EBI3, CCR7, PLEKHF1, RNASE6, VNN1, AIF1, NCF2, CD69, STXBP6, TREM2, LY86, CCL19, SLC12A8, C1orf54, MS4A6A, TRIB2, COL8A2, FCGR2B, CXCL11, CCL20, GSTT1, RSAD2, APOBEC3G, DUSP2, PNOC, RGS1, IFI44L, CHI3L1, IGKC, CXCL10"
"TCGA.29.1766.01A.01R.0564.01",45,"HIST1H2BG, GAL3ST4, PTPRG, REPS2, MAGEA11, PPFIBP1, PDK1, TRIB2, CA8, MMP12, SKAP1, PLEKHF1, TNFAIP6, MAP9, CXCL9, EBI3, RNASE6, CCR7, NCF2, FCGR2B, COL8A2, CCL19, LTB, ATHL1, ST3GAL6, SMPDL3B, RGS1, C1orf54, APOBEC3G, MS4A6A, CXCL11, SLC12A8, SPAG4, FZD2, FZD3, LAMP3, STXBP6, RSAD2, CHI3L1, IGKC, GSTT1, IFI44L, PNOC, CCL20, CXCL10"
"TCGA.29.1768.01A.01R.0564.01",37,"NCF2, CD38, TNFAIP6, GAL3ST4, CCL5, LY86, C3AR1, PTPRG, CCR7, GNLY, COL8A2, EBI3, CXCL11, ST3GAL6, TRIB2, HRH1, CST7, C1orf54, CCL19, HIST1H2AE, STXBP6, RNASE6, SLC12A8, FCGR2B, CHI3L1, RSAD2, FZD2, IFI44L, APOL6, PNOC, MS4A6A, GSTT1, APOL3, APOBEC3G, CXCL10, HLA-DQA1, IGKC"
"TCGA.29.1769.01A.01R.0582.01",46,"LY86, SAMSN1, C3AR1, GAL3ST4, CCR5, AIF1, LTC4S, APOL6, KIRREL, PPFIBP1, EAF2, HPSE, CLEC7A, HLA-DQA1, SPOCK2, WNT7A, RNASE6, HIST1H2AE, MYB, FCGR2B, TREM2, APOBEC3G, GPC4, FZD3, VILL, CSF3R, PTPRG, SMPDL3B, SPAG4, C1orf54, LIME1, TNFAIP6, SLC12A8, IGKC, TRIB2, RGS1, MS4A6A, GPR19, LAMP3, RSAD2, CCL20, CXCL10, IFI44L, CHI3L1, PNOC, STXBP6"
"TCGA.29.1770.01A.01R.0564.01",32,"GAL3ST4, APOL6, HIST1H2BG, RNASE6, IFI44L, C3AR1, PIK3IP1, ZNF165, TRIB2, PTPRG, LY86, HRH1, MS4A6A, EGR2, CXCL10, RPL10L, APOBEC3G, PLEKHF1, C1orf54, GPC4, SLC12A8, RGS1, LIME1, LAMP3, SPAG4, HLA-DQA1, TNFAIP6, AQP9, SPOCK2, FOSB, HIST1H2AE, PNOC"
"TCGA.29.1771.01A.01R.0564.01",75,"C11orf80, MNDA, WNT7A, GAL3ST4, IL7, CCR5, ICA1, FCGR2B, BCL7A, BANK1, IL4R, CCL20, PPFIBP1, IL1B, CLEC7A, REPS2, ALOX5, SMPDL3B, VILL, AIF1, NOD2, SLC12A8, PLEKHF1, EGR2, LEF1, ZFP36L2, SAMSN1, ST6GALNAC4, RPL10L, VNN2, TREM2, IRF8, MAP9, TCF7, APOL3, CYP27A1, ADAM28, PBXIP1, MAK, AQP9, C3AR1, STXBP6, BIRC3, ZNF165, NCF2, LY86, MYB, CD4, HIST1H2AE, DUSP2, LTC4S, QPCT, APOL6, TRIB2, LAMP3, SKAP1, ST3GAL6, PIK3IP1, RSAD2, HRH1, C1orf54, VNN1, SPOCK2, MMP9, GSTT1, MS4A6A, FZD3, PNOC, RGS1, RNASE6, CXCL10, IFI44L, APOBEC3G, CHI3L1, FOSB"
"TCGA.29.1774.01A.01R.0582.01",22,"GPR19, HOXA1, RPL10L, ST3GAL6, CHST7, IFI44L, CCND2, BCL7A, MAP9, MAP4K1, PNOC, LEF1, TRIB2, SPAG4, CHI3L1, C1orf54, FZD3, MAGEA11, PTPRG, GSTT1, QPCT, FZD2"
"TCGA.29.1775.01A.01R.0582.01",43,"CDH12, BMP2K, CD4, HNMT, RNASE6, PIK3IP1, MAP9, APOL6, CD69, ADAMTS3, KLRF1, GPC4, LEF1, EGR2, FOSB, CXCL3, GPR19, RPL10L, CYP27A1, GSTT1, CCND2, STXBP6, RGS1, CA8, MS4A6A, DACH1, SKAP1, C1orf54, SPAG4, CXCL11, ST3GAL6, FZD3, UGT2B17, LAMP3, PNOC, HIST1H2BG, RSAD2, APOBEC3G, CHI3L1, HIST1H2AE, DUSP2, IFI44L, CXCL10"
"TCGA.29.1776.01A.01R.0582.01",51,"WNT7A, REPS2, FOSB, NCF2, CLEC7A, FCGR2B, CYP27A1, ST3GAL6, DUSP2, MANEA, RPL10L, GPC4, QPCT, BST1, LAMP3, HIST1H2AE, STXBP6, PIK3IP1, C1orf54, TCF7, MMP9, APOL6, PTGER2, ST6GALNAC4, C3AR1, LY86, COL8A2, LTC4S, PTPRG, HRH1, EGR2, MYB, RGS1, GSTT1, FZD3, CXCL11, HPSE, SLC12A8, MS4A6A, RNASE6, AQP9, PNOC, RSAD2, APOBEC3G, SPOCK2, IFI44L, TRIB2, IGKC, CXCL10, CHI3L1, HLA-DQA1"
"TCGA.29.1777.01A.01R.0582.01",37,"SMPDL3B, CD40, HPSE, PLEKHF1, DUSP2, CD69, ST3GAL6, SLC12A8, PDK1, APOL6, IL1B, CD38, AIF1, TNFAIP6, LY86, RPL10L, EBI3, RNASE6, CCR7, LAMP3, FCGR2B, CCL19, GSTT1, C1orf54, CCL20, RSAD2, SPAG4, MS4A6A, STXBP6, APOBEC3G, RGS1, IFI44L, PNOC, HLA-DQA1, CHI3L1, IGKC, CXCL10"
"TCGA.29.1778.01A.01R.0582.01",48,"ZFP36L2, APOL6, DEPDC5, BMP2K, KIRREL, RYR1, CCR5, DUSP2, TCF7, SPOCK2, RNASE6, TRIB2, IL2RB, SMPDL3B, PPFIBP1, NCF2, IGHD, IL4R, STXBP6, FZD3, UGT2B17, HPSE, FZD2, MS4A6A, VNN1, APOBEC3G, SPAG4, DACH1, HRH1, GSTT1, ST3GAL6, CCND2, RSAD2, IGHM, GPC4, PTPRG, HLA-DQA1, LAMP3, CXCL9, PIK3IP1, AQP9, ADAMTS3, CXCL11, IFI44L, CRISP3, CHI3L1, CXCL10, IGKC"
"TCGA.29.1781.01A.01R.0564.01",82,"REPS2, SMPDL3B, MAP4K1, RRP9, RASGRP3, SLC2A6, SPOCK2, TREM2, ST3GAL6, KYNU, GZMA, GNLY, CD79A, MAN1A1, BCL2A1, SLAMF1, CD4, PTPRCAP, PTPRG, CYP27B1, PDK1, CCR5, NPL, RPL10L, CD40, SLC12A8, SLAMF8, LST1, CCR2, GPC4, GAL3ST4, GPR19, LTC4S, PLEKHF1, NCF2, TRIB2, TCF7, EAF2, CD38, AIM2, SAMSN1, TNFAIP6, CXCL11, GZMK, HPSE, EBI3, CCR7, CLEC7A, FZD3, IGSF6, C3AR1, LY86, AIF1, RGS1, CD2, LAMP3, MMP9, CCL19, RSAD2, C1orf54, CD3D, CCL5, TNFRSF17, IGHD, APOL6, CXCL13, STXBP6, IGHM, FCGR2B, ADAMDEC1, RNASE6, APOBEC3G, IFI44L, SPAG4, PNOC, MS4A6A, CHI3L1, MMP12, HLA-DQA1, CXCL10, CXCL9, IGKC"
"TCGA.29.1783.01A.01R.0564.01",41,"PTPRG, CLEC7A, PPFIBP1, CXCL11, CCL18, EBI3, VILL, STXBP6, SPAG4, CCND2, CCR7, PIK3IP1, PLEKHF1, AQP9, NCF2, SLC12A8, RSAD2, CCL19, TREM2, RPL10L, TRIB2, GAL3ST4, HRH1, AIF1, APOBEC3G, C3AR1, LY86, CCL20, DACH1, SPOCK2, RGS1, RNASE6, IFI44L, FCGR2B, MS4A6A, PNOC, CXCL9, HLA-DQA1, CXCL10, CHI3L1, IGKC"
"TCGA.29.1784.01A.02R.0564.01",54,"REPS2, LIME1, GPR65, BANK1, BST1, CD3D, RPL10L, CCL19, CD27, CCL18, SMPDL3B, GAL3ST4, HIST1H2AE, MAP4K1, CD2, AIF1, TREM1, MYB, FZD3, GPR19, SPOCK2, SAMSN1, NCF2, CCL5, PLEKHF1, APOL6, ADAMDEC1, C1orf54, C3AR1, CLEC7A, RSAD2, MAGEA11, LAMP3, LY86, TREM2, IGHD, APOBEC3G, CXCL11, HPSE, IGHM, CXCL13, SPAG4, MS4A6A, RNASE6, RGS1, GSTT1, IFI44L, FCGR2B, STXBP6, CHI3L1, CXCL9, HLA-DQA1, CXCL10, IGKC"
"TCGA.29.1785.01A.01R.0564.01",88,"KLRB1, CCL13, LTB, P2RY2, IL2RA, CLEC10A, PPFIBP1, SPAG4, REPS2, ICA1, SLAMF1, MANEA, SMPDL3B, ACP5, CYP27A1, ST3GAL6, ITK, FZD2, NKG7, CD4, TCF7, BANK1, CCL18, PLEKHF1, BST1, CD247, AIM2, NCF2, PRF1, RPL10L, CCL20, EBI3, PTPRG, SLAMF8, GPR19, HRH1, TLR2, ATHL1, CLEC7A, ZNF165, HHEX, IL2RB, MNDA, CD3D, TREM2, AIF1, CD2, CCR7, SAMSN1, SLC12A8, RGS1, HPSE, MAP9, MYB, CCL19, CCR5, HIST1H2AE, HIST1H2BG, GAL3ST4, FCGR2B, APOL6, GSTT1, C1orf54, CXCL13, STXBP6, IGKC, SPOCK2, LY86, TRIB2, APOBEC3G, C3AR1, LAMP3, FZD3, SELL, QPCT, ADAMDEC1, CCL5, WNT7A, RNASE6, RSAD2, PNOC, CXCL11, MS4A6A, CHI3L1, IFI44L, CXCL9, HLA-DQA1, CXCL10"
"TCGA.29.2414.01A.02R.0709.01",73,"ACP5, ZNF222, EGR2, ICA1, MYB, HRH1, BCL7A, IL7R, LTC4S, ADAM28, GPR1, HIST1H2AE, REPS2, CD4, CXCL10, C3AR1, FOSB, BRAF, GPR19, GAL3ST4, ZNF324, SLC12A8, SMPDL3B, NCF2, FCGR2B, LEF1, RRP9, RGS1, SKAP1, RSAD2, RNASE6, CYP27A1, PLEKHF1, MS4A6A, EPN2, TCF7, DUSP2, HPSE, GPC4, TNFAIP6, PBXIP1, VILL, MICAL3, WNT7A, MAP4K1, PTPRG, SPAG4, PPFIBP1, TRIB2, SPOCK2, MANEA, CST7, APOBEC3G, RPL10L, ZNF165, KIRREL, C1orf54, PIK3IP1, IFI44L, UGT2B17, COL8A2, IGKC, ST3GAL6, MAP9, GSTT1, STXBP6, FZD2, FZD3, CCND2, PNOC, MAGEA11, CHI3L1, CRISP3"
"TCGA.29.2425.01A.01R.0709.01",37,"CHI3L1, MICAL3, BST1, TCF7, MAP9, RRP9, IGHM, VILL, ATHL1, PIK3IP1, SKAP1, MMP12, CCL20, MANEA, GPC4, PBXIP1, RPL10L, PTPRG, CYP27A1, NCF2, IFI44L, UGT2B17, ZNF165, SPOCK2, FZD3, WNT7A, SMPDL3B, DACH1, STXBP6, KIRREL, GSTT1, HRH1, CXCL9, TRIB2, CXCL10, PNOC, IGKC"
"TCGA.29.2427.01A.01R.0709.01",33,"CD40, ADAMDEC1, CXCL13, RSAD2, STXBP6, APOL3, CD38, GAL3ST4, CCL18, C1orf54, NCF2, SAMSN1, TNFAIP6, RGS1, FZD3, FCGR2B, CCR7, APOL6, TREM2, C3AR1, EBI3, RNASE6, COL8A2, LY86, CXCL9, MS4A6A, CCL19, IFI44L, APOBEC3G, IGKC, CXCL10, CHI3L1, HLA-DQA1"
"TCGA.29.2428.01A.01R.0709.01",59,"HLA-DQA1, RRP9, SLC12A8, IGSF6, ATHL1, REPS2, KLRB1, EBI3, CXCL5, PDK1, CCR7, GAL3ST4, ACP5, SLAMF8, CD38, CCR5, CCL19, SKAP1, RGS1, ADAMDEC1, SAMSN1, SPOCK2, CST7, CXCL11, GZMA, APOL6, CCL5, PLEKHF1, SMPDL3B, IGHD, LAMP3, C3AR1, PPFIBP1, CD3D, IFI44L, HIST1H2BG, IRF8, CD2, MAP4K1, IGHM, NCF2, HIST1H2AE, C1orf54, GZMK, MS4A6A, GSTT1, HAL, FZD3, APOBEC3G, FCGR2B, CXCL13, SPAG4, CCL18, MMP12, CHI3L1, IGKC, CXCL10, CXCL9, PNOC"
"TCGA.29.2429.01A.01R.1048.01",88,"ITK, GPR1, BCL2A1, ST3GAL6, CCL5, MICAL3, PBXIP1, PLA2G7, SLAMF8, CDC25A, ZNF324, ZNF222, NOD2, VNN2, FLVCR2, EAF2, APOL3, HNMT, RASSF4, GAL3ST4, MAN1A1, DGKA, NCF2, RPL10L, IL7, CD40, APOL6, IL7R, GPR19, SLC2A6, PLEKHF1, ST6GALNAC4, RRP9, FAIM3, BMP2K, HPSE, BIRC3, PAQR5, BCL11B, DPP4, MMP9, PTPRG, FZD2, PDK1, EPN2, MANEA, PPFIBP1, C3AR1, HOXA1, TRIB2, BLK, PTGER2, TCF7, TNIP3, KIRREL, APOBEC3G, WNT5B, IFI44L, CXorf57, GSTT1, STXBP6, SLC12A8, RAB27B, IL1A, EMR1, MAP9, CHST7, CXCL5, CCL20, MMP12, HRH1, EGR2, TNFAIP6, CHI3L2, LAT, HLA-DQA1, AQP9, C1orf54, SPAG4, TREM1, ARHGAP22, CXCL3, QPCT, KYNU, CD70, AIM2, CHI3L1, IL1B"
"TCGA.30.1714.01A.02R.0564.01",38,"NCF2, BCL7A, ZNF165, CD40, PIK3IP1, MANEA, SMPDL3B, CD69, HLA-DQA1, PBXIP1, CCL20, BANK1, MYB, FOSB, RPL10L, UGT2B17, CXCL10, CYP27A1, MAP4K1, BST1, SPAG4, WNT7A, TCF7, QPCT, TRIB2, SPOCK2, GSTT1, PNOC, VILL, C1orf54, SKAP1, DACH1, FZD3, LTB, PTPRG, PLEKHF1, MAGEA11, CHI3L1"
"TCGA.30.1718.01A.01R.0564.01",56,"BMP2K, PNOC, CD38, RPL10L, TREM1, HNMT, BST1, IL4R, FZD2, CLIC2, SMPDL3B, CCR5, PPFIBP1, EBI3, CLEC7A, GAL3ST4, CCL19, RGS1, SKAP1, HPSE, CCR7, ADAMDEC1, AIF1, SAMSN1, APOL6, WNT7A, TRIB2, LY86, APOBEC3G, AQP9, C3AR1, FCGR2B, GSTT1, COL8A2, LAMP3, TREM2, FZD3, TNFAIP6, RNASE6, QPCT, HRH1, HIST1H2AE, PTPRG, ST3GAL6, PLEKHF1, C1orf54, CXCL11, MS4A6A, SLC12A8, RSAD2, HLA-DQA1, STXBP6, IGKC, IFI44L, CXCL10, CHI3L1"
"TCGA.30.1853.01A.02R.0653.01",25,"C1orf54, BCL7A, CYP27A1, BRAF, PPFIBP1, RPL10L, LEF1, ATHL1, SMPDL3B, IFI44L, PBXIP1, FZD3, CCND2, GSTT1, TRIB2, GPC4, LTC4S, SPOCK2, PLA2G7, AQP9, DACH1, HIST1H2BG, HIST1H2AE, CHI3L1, PNOC"
"TCGA.30.1855.01A.01R.0582.01",40,"PLA2G7, CXCL13, TCF7, CCL20, RSAD2, SMPDL3B, C3AR1, VNN1, TRIB2, ZNF165, IFI44L, APOL6, CCR7, RNASE6, EBI3, ACP5, GAL3ST4, CCL19, APOBEC3G, CCL18, FZD3, HIST1H2BG, MS4A6A, GSTT1, NCF2, FCGR2B, PPFIBP1, SLC12A8, LAMP3, HIST1H2AE, RYR1, CXCL9, QPCT, LTB, SPOCK2, HLA-DQA1, PNOC, IGKC, CHI3L1, CXCL10"
"TCGA.30.1856.01A.01R.0582.01",33,"CLEC7A, PLEKHF1, APOL6, LY86, APOL3, RNASE6, HPSE, FCGR2B, PTPRG, LAMP3, RSAD2, CD40, CD38, CCL20, C1orf54, CCL4, MAGEA11, TNFAIP6, IFI44L, RGS1, GSTT1, CCR7, EBI3, APOBEC3G, STXBP6, CXCL9, CXCL13, CCL19, MS4A6A, CHI3L1, HLA-DQA1, PNOC, CXCL10"
"TCGA.30.1857.01A.02R.0582.01",30,"WNT7A, ST3GAL6, SPOCK2, CCL18, CCL20, BST1, PTPRG, STXBP6, EBI3, BCL2A1, APOL6, LAMP3, PPFIBP1, HRH1, PLA2G7, CCR7, TRIB2, SLC12A8, MS4A6A, C1orf54, ACP5, PLEKHF1, CCL19, CXCL9, NCF2, GSTT1, LTB, CXCL10, HLA-DQA1, CHI3L1"
"TCGA.30.1859.01A.01R.0653.01",29,"TCF7, MS4A6A, COL8A2, EBI3, CCL18, CCR7, WNT7A, BCL7A, APOBEC3G, CYP27A1, LAMP3, PPFIBP1, FOSB, CCL19, TRIB2, HRH1, AQP9, ADAMTS3, FCGR2B, SLC12A8, FZD2, FZD3, DACH1, CHI3L1, MMP12, CXCL9, SPOCK2, CXCL10, PNOC"
"TCGA.30.1860.01A.01R.0653.01",36,"SLAMF1, CYP27B1, APOL6, CD2, APOL3, IRF8, HPSE, TRIB2, C1orf54, CXCL11, GNLY, CD40, IGHD, FCGR2B, RNASE6, APOBEC3G, GPC4, MAGEA11, TNFAIP6, ADAMDEC1, BST1, CCR7, RGS1, EBI3, LAMP3, IFI44L, MS4A6A, CCL19, CXCL13, MMP12, STXBP6, CHI3L1, CXCL9, HLA-DQA1, IGKC, CXCL10"
"TCGA.30.1861.01A.01R.0653.01",22,"RPL10L, C1orf54, COL8A2, TNFAIP6, SMPDL3B, PPFIBP1, REPS2, CXCL10, RSAD2, PTPRG, HLA-DQA1, TRIB2, GSTT1, FZD3, KIRREL, IL7R, SPAG4, SLC12A8, SPOCK2, MAP9, STXBP6, PNOC"
"TCGA.30.1862.01A.02R.0653.01",50,"MAP9, FZD3, CYP27A1, CCL4, LY86, ZFP36L2, ST3GAL6, GAL3ST4, IGHM, PDK1, TCF7, REPS2, CD38, HRH1, TNFAIP6, SMPDL3B, PPFIBP1, SPAG4, IGHD, MMP9, C3AR1, C1orf54, GSTT1, APOBEC3G, DUSP2, SPOCK2, CST7, RSAD2, ST6GALNAC4, CXCL9, FOSB, RNASE6, PNOC, MS4A6A, PLEKHF1, PTGER2, FCGR2B, MYB, SKAP1, MAGEA11, TRIB2, COL8A2, SLC12A8, HLA-DQA1, IFI44L, EGR2, RGS1, CXCL10, CHI3L1, IGKC"
"TCGA.30.1866.01A.02R.0653.01",26,"FZD3, HPSE, FZD2, PTPRG, APOBEC3G, MAGEA11, EBI3, GSTT1, CCR7, MAP4K1, MS4A6A, HLA-DQA1, BMP2K, SMPDL3B, ST3GAL6, SPOCK2, CCL19, CXCL13, IFI44L, PLEKHF1, TRIB2, SLC15A3, CHI3L1, CXCL10, STXBP6, PNOC"
"TCGA.30.1867.01A.01R.0653.01",26,"SAMSN1, WNT7A, TRIB2, TNFAIP6, FZD3, RNASE6, GAL3ST4, LY86, SLC12A8, TREM2, CCL18, FZD2, APOBEC3G, STXBP6, C3AR1, MS4A6A, NCF2, RSAD2, C1orf54, IFI44L, FCGR2B, RGS1, HLA-DQA1, IGKC, MMP9, CXCL10"
"TCGA.30.1880.01A.01R.0653.01",30,"NCF2, HLA-DQA1, RSAD2, PLEKHF1, IGKC, FCGR2B, MS4A6A, RPL10L, C1orf54, APOBEC3G, SPAG4, GPC4, RGS1, SLC12A8, HPSE, BIRC3, HRH1, GSTT1, LTC4S, STXBP6, CXCL10, CCND2, SPOCK2, VNN1, CRISP3, IFI44L, CHI3L1, CCL20, PNOC, AQP9"
"TCGA.30.1887.01A.01R.0653.01",52,"CCL20, IGHD, AIM2, PIK3IP1, GAL3ST4, PPFIBP1, BCL2A1, GPR65, HNMT, HIST1H2AE, FZD3, RPL10L, CD3D, HLA-DQA1, CLEC7A, SMPDL3B, CD69, CCL18, ST3GAL6, CD38, AIF1, CLIC2, PLEKHF1, CCR7, EBI3, NCF2, QPCT, CD2, C1orf54, MAP4K1, SPOCK2, C3AR1, TREM2, DSC1, LST1, CXCL13, CCL19, LTB, RSAD2, ADAMDEC1, LY86, CHI3L1, MAGEA11, SLC12A8, APOBEC3G, RNASE6, RGS1, FCGR2B, IFI44L, MS4A6A, IGKC, CXCL10"
"TCGA.30.1891.01A.01R.0653.01",23,"LTC4S, MMP12, RGS1, ACP5, IGHM, PPFIBP1, NCF2, HPSE, MS4A6A, FCGR2B, TRIB2, SPOCK2, RNASE6, GPC4, SPAG4, HLA-DQA1, SLC12A8, CXCL10, PNOC, CHI3L1, CCND2, IGKC, AQP9"
"TCGA.30.1892.01A.01R.0653.01",30,"LIME1, C11orf80, CCL18, ST3GAL6, CXCL10, PPFIBP1, BANK1, PLEKHF1, RPL10L, APOBEC3G, ACP5, PTPRG, HIST1H2AE, FCGR2B, RGS1, LY86, COL8A2, CST7, TNFAIP6, PTGER2, NCF2, GSTT1, FZD3, HLA-DQA1, SPAG4, C1orf54, SPOCK2, SLC12A8, CHI3L1, PNOC"
"TCGA.31.1944.01A.01R.0653.01",17,"RPL10L, CD40, NCF2, ACP5, CCL20, STXBP6, MMP9, CST7, RGS1, MS4A6A, SLC12A8, APOBEC3G, TRIB2, PNOC, IGKC, CXCL10, CHI3L1"
"TCGA.31.1946.01A.01R.0653.01",28,"LAMP3, CCR7, PTPRG, CCL13, FOSB, C1orf54, APOL6, CCL22, MS4A6A, C3AR1, IL4R, RGS1, GSTT1, CCL20, NCF2, FCGR2B, APOBEC3G, SLC12A8, TRIB2, RSAD2, PNOC, STXBP6, IFI44L, MMP12, IGKC, CXCL10, HLA-DQA1, CHI3L1"
"TCGA.31.1950.01A.01R.0653.01",62,"FRK, LEF1, DUSP2, LY86, ADAM28, VILL, AIF1, MANEA, APOL3, REPS2, VNN2, PBXIP1, TRIB2, TNFAIP6, PTPRG, RGS1, GPR19, IL4R, PPFIBP1, EBI3, CCR7, CA8, GSTT1, RNASE6, IGHD, C1orf54, DHX58, TCF7, FCGR2B, CCL19, IGHM, MS4A6A, BIRC3, FZD2, PIK3IP1, SKAP1, RYR1, GPC4, HLA-DOB, SMPDL3B, CXCL11, FZD3, MAGEA11, CXCL9, LIME1, CXCL13, ZFP36L2, SPAG4, MAP4K1, MYB, SLC15A3, HPSE, APOL6, LAMP3, STXBP6, RSAD2, APOBEC3G, PLEKHF1, IFI44L, CHI3L1, CXCL10, IGKC"
"TCGA.31.1951.01A.01R.0653.01",37,"KYNU, CYP27B1, HCK, CXCL9, C3AR1, APOL3, PLEKHF1, CD40, LIME1, IRF8, GNLY, CD38, SLC12A8, CCL5, ATHL1, APOBEC3G, TNFAIP6, CXCL11, SPOCK2, AQP9, FCGR2B, MS4A6A, HLA-DQA1, CCR7, TRIB2, GSTT1, EBI3, RGS1, CCL19, IGKC, PNOC, CHI3L1, FOSB, RSAD2, LAMP3, IFI44L, CXCL10"
